RecordingName,Transcription,Start,End,Emotion,category
Ses02M_script01_1_M003,I don't know. When it cracked he ran into the house and cried in the kitchen.,28.17,33.97,SADNESS,train
Ses02M_script01_1_M004,No. I figured it was best to leave him alone.,34.95,38.97,SADNESS,train
Ses02M_script01_1_M005,I could hear him right through the floor in my room.,41.66,44.62,SADNESS,test
Ses02M_script01_1_M006,I guess he is.,52.41,54.26,FRUSTRATION,test
Ses02M_script01_1_M007,"I don't know the meaning of it, but I know one thing mom, we've made a terrible mistake with dad.",60.44,67.23,FRUSTRATION,train
Ses02M_script01_1_M008,Being dishonest with him. I mean that sort of thing always pays off and now it's paying off.,68.38,73.29,FRUSTRATION,train
Ses02M_script01_1_M009,You know that Larry is not coming back and I know it. Why do we allow him to go on thinking that we believe with him?,74.84,81.72,FRUSTRATION,train
Ses02M_script01_1_M010,"No I don't want to argue with him, but it's about time he realized that nobody believes Larry is alive anymore.",82.89,90.24,FRUSTRATION,train
Ses02M_script01_1_M011,"Why -- why shouldn't he dream of him? Walk around, waiting for him at night I mean do we contradict him, do we say straight out that we don't have any hope anymore that we haven't had hope for years now?",90.35,102.42,FRUSTRATION,validate
Ses02M_script01_1_M012,We've got to say it to him.,102.66,104.4424,ANGER,train
Ses02M_script01_1_M013,"For God sakes it's been three years, nobody comes back after three years, that's insane.",106,111.17,ANGER,train
Ses02M_script01_1_M014,Sit down mom; I want to talk to you.,117.82,120.14,FRUSTRATION,train
Ses02M_script01_1_M015,All right. All right. Listen to me.,126.08,128.82,FRUSTRATION,validate
Ses02M_script01_1_M016,You know why I brought Annie here don't you?,129.32,133.2,NEUTRAL STATE,train
Ses02M_script01_1_M017,You know.,134.91,136.32,NEUTRAL STATE,train
Ses02M_script01_1_M018,I'm going to ask her to marry me.,140.67,143.1,NEUTRAL STATE,train
Ses02M_script01_1_M019,No it's not only my business.,145.87,148.61,FRUSTRATION,train
Ses02M_script01_1_M020,So it's all right then I'll go ahead with it?,151.83,154.62,FRUSTRATION,train
Ses02M_script01_1_M021,See it isn't just my business-,156.49,159.32,ANGER,train
Ses02M_script01_1_M022,Sometimes you infuriate me you know that. Isn't it your business to if I tell dad and he throws a fit about it? You have such a talent for ignoring things.,159.39,170.08,ANGER,train
Ses02M_script01_1_M023,She's not Larry's girl.,172.33,174.65,FRUSTRATION,train
Ses02M_script01_1_M024,"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",186.36,198.37,ANGER,train
Ses02M_script01_1_M025,To hell with that.,199.88,201.62,ANGER,train
Ses02M_script01_1_M026,I wanted to get this settled first.,204.46,206.85,NEUTRAL STATE,train
Ses02M_script01_1_M027,"Well, if she does then that's the end of it. From her letters I think she's forgotten him.",210.19,215.67,NEUTRAL STATE,test
Ses02M_script01_1_M028,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",215.81,223.11,SADNESS,test
Ses02M_script01_1_M029,So what I'm not fast with women.,226.91,229.84,FRUSTRATION,train
Ses02M_script01_1_M030,Because it is.,233.46,235.76,FRUSTRATION,validate
Ses02M_script01_1_M031,"I can't help it I know her best. I mean lived next door to her my whole life. These years when I think of a wife, I think of Annie.",242.45,252.59,FRUSTRATION,train
Ses02M_script01_1_M032,"What do you want, a diagram?",252.62,254.49,FRUSTRATION,test
Ses02M_script01_1_M033,All right. All right. Mom.,264.45,266.43,FRUSTRATION,train
Ses02M_script01_1_M034,"I've given it three years of thought. I thought that if I waited, dad would forget about Larry and we could have a regular wedding and everything happy.",269.81,279.6,FRUSTRATION,train
Ses02M_script01_1_M035,"If I can't do that here well, then I'll have to get out.",279.67,284.37,SADNESS,train
Ses02M_script01_1_M036,"I'll get out. I'll get married and go live some place else, maybe New York.",285.92,290.93,SADNESS,test
Ses02M_script01_1_M037,"I've been a good son too long a good sucker, I'm through with it.",292.82,297.17,ANGER,validate
Ses02M_script01_1_M038,The business?  The business doesn't inspire me.,298.96,302.69,ANGER,train
Ses02M_script01_1_M039,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.",302.99,310.24,ANGER,train
Ses02M_script01_1_M040,I want a family; I want kids; I want something I can give myself to. Annie is in the middle of that. Now where do I find it?,310.27,320.7,ANGER,test
Ses02M_script01_1_M041,"Yes, on this I would.",323.69,326.52,SADNESS,train
Ses02M_script01_1_M042,Then help me stay here.,328.43,330.74,FRUSTRATION,train
Ses02M_script01_1_M043,I know I know mom. All right. Just help me stay here.,337.62,342.14,FRUSTRATION,train
Ses02M_script01_1_M044,"Well, I am thinking that way.",344.49,346.97,FRUSTRATION,train
Ses02M_script01_1_M045,"No, you don't. I'm a pretty tough guy.",351,354.18,FRUSTRATION,train
Ses02M_script01_2_F000,Why did he invite her here?,5.977,8.33,ANGER,train
Ses02M_script01_2_F001,She's been in New York three and half years why all of a sudden-,9.36,13.45,ANGER,train
Ses02M_script01_2_F002,Nobody comes seven hundred miles just to see.,15.21,18.38,ANGER,test
Ses02M_script01_2_F003,He's not going to marry her.,28.3,30.63,ANGER,test
Ses02M_script01_2_F004,It's got that all about it.,31.65,34.39,FEAR,train
Ses02M_script01_2_F005,What's going on here Joe?,36.97,39.22,ANGER,validate
Ses02M_script01_2_F006,-She's not his girl Joe; she knows she's not.,39.45,43.03,ANGER,test
Ses02M_script01_2_F007,"Then why is she still single, I mean New York is full of men, why isn't she married? Probably a hundred people told her she's crazy but she's waited.",44.24,53.74,FRUSTRATION,test
Ses02M_script01_2_F008,"She knows what I know, that's why. She's faithful as a rock. In my worst moments I think of her waiting and I know again that I'm right.",55.18,64.18,FRUSTRATION,train
Ses02M_script01_2_F009,"Nobody in this house dares take her faith away Joe. Strangers might, but not his father, not his brother.",66.83,74.38,FRUSTRATION,test
Ses02M_script01_2_F010,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",74.84,83.06,ANGER,train
Ses02M_script01_2_F011,"Because if he's not coming back, I'll kill myself. And laugh -- laugh at me but",83.16,88.64,FRUSTRATION,train
Ses02M_script01_2_F012,"why did that happen the very night she came back she sleeps in his room and suddenly his memorial breaks to pieces, just look at it, look.",88.65,96.17,SADNESS,train
Ses02M_script01_2_F013,I need you to believe with me; I can't stand all alone.,96.19,99.83,SADNESS,train
Ses02M_script01_2_F014,"Even last week there was a man who showed up in Detroit missing longer than Larry, you read it yourself.",99.9,105.81,FRUSTRATION,validate
Ses02M_script01_2_F015,Just you above all need to believe.,106.2,109.44,FRUSTRATION,train
Ses02M_script01_2_F016,Don't stop believing.,111.07,113.65,FRUSTRATION,train
Ses02M_script01_2_F017,I can't help it.,118.05,120.11,FRUSTRATION,test
Ses02M_script01_2_M000,Why does that bother you?,7.89,9.72,FRUSTRATION,validate
Ses02M_script01_2_M001,"Well, maybe he just wanted to see her again.",12.48,15.54,NEUTRAL STATE,validate
Ses02M_script01_2_M002,"What do you mean? He lived next door to the girl all his life, why wouldn't he want to see her again?",18.32,23.91,FRUSTRATION,train
Ses02M_script01_2_M003,"Don't look at me like that, he didn't tell me any more than he told you.",24.53,28.52,FRUSTRATION,train
Ses02M_script01_2_M004,How do you know he's even thinking of it?,30.24,32.42,NEUTRAL STATE,test
Ses02M_script01_2_M005,"Well, so what?",35.37,37.19,NEUTRAL STATE,train
Ses02M_script01_2_M006,"All right. Now, listen kid-",38.42,40.55,FRUSTRATION,test
Ses02M_script01_2_M007,You can't read her mind.,42.55,44.63,NEUTRAL STATE,train
Ses02M_script01_2_M008,How do you know why she has waited?,53.14,55.52,FRUSTRATION,test
Ses02M_script01_2_M009,"Look it's a nice day, what are we arguing for?",64.73,67.73,FRUSTRATION,test
Ses02M_script01_2_M010,What do you want me to do about it?,73.61,76.2,FRUSTRATION,train
Ses02M_script01_2_M011,But Kate,82.6,84.51,FRUSTRATION,train
Ses02M_script01_2_M012,Calm yourself.,94.99,96.87,FRUSTRATION,train
Ses02M_script01_2_M013,Calm yourself.,99.14,100.9,FRUSTRATION,train
Ses02M_script01_2_M014,All right. All right. Calm yourself.,104.64,107.38,FRUSTRATION,validate
Ses02M_script01_2_M015,"Wait, why my above all?",108.72,111.28,FRUSTRATION,validate
Ses02M_script01_2_M016,"What does that mean, me above all?",113.24,115.93,ANGER,train
Ses02M_script01_2_M017,Look at you -- look at you shaking.,116.1,118.81,ANGER,train
Ses02M_script01_2_M018,"What have I got to hide? What the hell is the matter with you, Kate?",119.4,124.37,FRUSTRATION,train
Ses02M_script01_3_F000,You're the only one I know who loves his parents.,6.2437,9.9782,EXCITED,validate
Ses02M_script01_3_F001,It's all right.  It's a good thing.,11.9104,14.3718,HAPPINESS,train
Ses02M_script01_3_F002,"You know, it's lovely here, the air is sweet.",14.4248,19.533,HAPPINESS,validate
Ses02M_script01_3_F003,"No, not sorry.  But, um. But I'm not gonna stay.",21.5974,28.9819,HAPPINESS,validate
Ses02M_script01_3_F004,"For one thing, your mother as much as told me to go.",30.2788,34.937,FRUSTRATION,train
Ses02M_script01_3_F005,"You saw that.  I mean and then, well, you've been kind of, um--",35.0164,41.9509,HAPPINESS,train
Ses02M_script01_3_F006,"Well, kind of embarrassed ever since I got here.",42.7185,48.9383,FRUSTRATION,test
Ses02M_script01_3_F007,"I knew they would, your mother anyway.",59.9223,63.416,HAPPINESS,train
Ses02M_script01_3_F008,"Well, from her point of view, why else would I come?",64.1042,67.9419,NEUTRAL STATE,train
Ses02M_script01_3_F009,I guess this is why I came.,75.8028,80.5934,HAPPINESS,train
Ses02M_script01_3_F010,"Oh, Chris, I've been ready for a long, long time.",113.3072,117.2243,EXCITED,test
Ses02M_script01_3_F011,I almost got married two years ago.,119.4741,123.4971,EXCITED,validate
Ses02M_script01_3_F012,"Well, you started to write me",124.4235,128.2083,HAPPINESS,train
Ses02M_script01_3_F013,Every day since.,129.5846,131.7814,HAPPINESS,train
Ses02M_script01_3_F014,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, what did you say?  I mean, you can sure be ambiguous sometimes, you know?",133.5283,143.4007,EXCITED,validate
Ses02M_script01_3_F015,"I'll never forgive you.  Why did you wait all these years?  I mean, all I did was sit and wonder if I was crazy for thinking of you.",152.2937,161.3721,EXCITED,test
Ses02M_script01_3_F016,Not like that you're not.,162.8542,165.6598,EXCITED,train
Ses02M_script01_3_F017,"Like Larry's brother.  Do it like you, Chris.  What is it?",165.9774,172.409,EXCITED,test
Ses02M_script01_3_F018,"No.  What is it, Chris. Your mother?",174.8175,179.8463,FEAR,train
Ses02M_script01_3_F019,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed.",182.4666,192.0214,SADNESS,train
Ses02M_script01_3_F020,You've gotta tell me.,196.0709,199.7234,FRUSTRATION,test
Ses02M_script01_3_F021,It wouldn't work this way.,202.2113,206.0226,SADNESS,test
Ses02M_script01_3_F022,"Yeah, sure.",213.7247,216.0803,FRUSTRATION,validate
Ses02M_script01_3_F023,How many?,220.0504,223.1206,FRUSTRATION,train
Ses02M_script01_3_F024,gee.,225.3174,228.1494,FRUSTRATION,train
Ses02M_script01_3_F025,Do you still feel that way?,359.3486,362.8688,SADNESS,validate
Ses02M_script01_3_F026,"'Cause you mustn't feel that way.  Because you have a right to everything you have, Chris.  Everything, you understand that?  Me too.",365.3567,374.8585,SADNESS,train
Ses02M_script01_3_F027,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",374.9644,383.4604,SADNESS,train
Ses02M_script01_3_F028,What'll I do with a fortune?,387.7482,391.1095,HAPPINESS,validate
Ses02M_script01_3_M000,"I know, it went out of style, didn't it?",9.346,12.5191,HAPPINESS,train
Ses02M_script01_3_M001,You're not sorry you came?,19.5594,22.4179,HAPPINESS,validate
Ses02M_script01_3_M002,Why?,28.6907,30.914,HAPPINESS,validate
Ses02M_script01_3_M003,Oh.,34.1165,36.3133,FEAR,train
Ses02M_script01_3_M004,What?,41.2628,43.6713,SURPRISE,test
Ses02M_script01_3_M005,"The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",48.5942,61.0604,FRUSTRATION,train
Ses02M_script01_3_M006,How'd you know?,62.5955,64.6335,FRUSTRATION,validate
Ses02M_script01_3_M007,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",66.5392,76.041,FRUSTRATION,validate
Ses02M_script01_3_M008,"Ann, I love you.  I love you a great deal.  I love you.",79.8788,89.7511,EXCITED,train
Ses02M_script01_3_M009,I have no imagination.  That's all I know to tell you.,89.8305,94.0124,EXCITED,validate
Ses02M_script01_3_M010,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,94.0653,104.2024,EXCITED,validate
Ses02M_script01_3_M011,"You feel wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",104.3082,115.054,EXCITED,train
Ses02M_script01_3_M012,And he's gone forever.  You're sure?,116.5891,120.3475,EXCITED,train
Ses02M_script01_3_M013,Why didn't you?,122.5972,125.191,SURPRISE,validate
Ses02M_script01_3_M014,You felt something that far back?,127.0438,130.5904,EXCITED,test
Ses02M_script01_3_M015,"Ann, why didn't you let me know?",131.9138,134.7458,EXCITED,train
Ses02M_script01_3_M016,"Give me a kiss, Anne.  Give me a-",142.7654,146.1268,EXCITED,train
Ses02M_script01_3_M017,"God, I kissed Annie.  How long--how long I've been waiting to kiss you.",146.2499,153.9347,EXCITED,train
Ses02M_script01_3_M018,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",160.2604,164.1776,EXCITED,validate
Ses02M_script01_3_M019,I kissed you.,164.7599,166.9832,EXCITED,train
Ses02M_script01_3_M020,Let's drive someplace.  I want to be alone with you.,172.5943,176.9085,SADNESS,train
Ses02M_script01_3_M021,No.  Nothing like that.,179.6875,183.1283,SADNESS,test
Ses02M_script01_3_M022,"Yeah, I suppose I have been.  But it's going from me.",190.9891,196.812,SADNESS,train
Ses02M_script01_3_M023,I don't know how to start.,199.9881,203.1642,FRUSTRATION,train
Ses02M_script01_3_M024,"It's all mixed up with so many other things.  You remember overseas, I was in charge of a company?",206.0226,214.3334,FRUSTRATION,train
Ses02M_script01_3_M025,"Well, I lost them.",216.345,220.2621,SADNESS,train
Ses02M_script01_3_M026,Just about all.,222.9618,226.0585,SADNESS,train
Ses02M_script01_3_M027,It takes some time for a guy to toss that off.  'Cause they weren't just men.,227.3025,234.5281,SADNESS,validate
Ses02M_script01_3_M028,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",234.634,249.8263,SADNESS,validate
Ses02M_script01_3_M029,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today.",249.9322,260.0957,SADNESS,train
Ses02M_script01_3_M030,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?",260.1751,276.8495,SADNESS,train
Ses02M_script01_3_M031,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",276.929,289.3951,SADNESS,train
Ses02M_script01_3_M032,"Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.",289.5539,310.0662,SADNESS,train
Ses02M_script01_3_M033,"And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",310.1721,332.6959,SADNESS,validate
Ses02M_script01_3_M034,"I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",332.7753,346.009,SADNESS,test
Ses02M_script01_3_M035,Otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of that.  And I guess that included you.,346.0355,360.1426,SADNESS,validate
Ses02M_script01_3_M036,I want you now Annie.,363.054,366.5213,NEUTRAL STATE,train
Ses02M_script01_3_M037,I know Annie.  I'm gonna make a fortune for you.,382.9311,388.3834,EXCITED,train
Ses02M_script02_1_F000,Fine.,20.19,21.58,NEUTRAL STATE,validate
Ses02M_script02_1_F001,What flashlight?,42.86,44.95,NEUTRAL STATE,train
Ses02M_script02_1_F002,That's not your flashlight.,48,49.83,FRUSTRATION,train
Ses02M_script02_1_F003,It's ours; it's mine too.,51.4,53.84,FRUSTRATION,test
Ses02M_script02_1_F004,But you kept saying my flashlight as if somehow it's just yours. I mean how is it supposed to make me feel?,54.95,60.17,FRUSTRATION,train
Ses02M_script02_1_F005,Yea.,76.53,78.27,NEUTRAL STATE,validate
Ses02M_script02_1_F006,I'm cold.,105.79,107.41,NEUTRAL STATE,train
Ses02M_script02_1_F007,It's after eleven. Let's just go home.,108.99,111.68,FRUSTRATION,train
Ses02M_script02_1_F008,There is no point in coming down here.,116.81,119.05,FRUSTRATION,validate
Ses02M_script02_1_F009,That's my point.,119.47,121.15,FRUSTRATION,train
Ses02M_script02_1_F010,So let's go.,122.08,124.08,FRUSTRATION,train
Ses02M_script02_1_F011,Not particularly.,132.71,134.56,NEUTRAL STATE,validate
Ses02M_script02_1_F012,"I don't, it's just stupid.",136.1,139,FRUSTRATION,validate
Ses02M_script02_1_F013,"Pass up what? These little fish swim onto the beach flop around and swim away, and then they die.",151.27,158.26,FRUSTRATION,train
Ses02M_script02_1_F014,What are you so excited about? I mean it's not a moon landing we're talking about here it's fish. It's a fish nobody even eats.,170.64,178.57,FRUSTRATION,test
Ses02M_script02_1_F015,Augie,179.74,180.91,FRUSTRATION,test
Ses02M_script02_1_F016,I'm just not.,197.37,199,SADNESS,train
Ses02M_script02_1_F017,Yes.,200.09,201.08,NEUTRAL STATE,train
Ses02M_script02_1_F018,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",214.72,224.97,ANGER,test
Ses02M_script02_1_F019,We didn't see them the first time either.,226.47,228.48,FRUSTRATION,train
Ses02M_script02_1_F020,That's the wind.,307.26,308.79,NEUTRAL STATE,train
Ses02M_script02_1_F021,About what?,311.58,312.91,NEUTRAL STATE,validate
Ses02M_script02_1_F022,It's ridiculous.,314.67,316.83,FRUSTRATION,validate
Ses02M_script02_1_M000,What time is it? They're supposed to run around midnight.,4.93,8.28,EXCITED,validate
Ses02M_script02_1_M001,"God, this great, isn't it? Like look at the night we go here, it couldn't be better.",8.36,12.78,EXCITED,train
Ses02M_script02_1_M002,"I would have wanted to go a little further up the coast, get away from the lights and the people but I was afraid we'd miss it.",13.17,19.08,FRUSTRATION,train
Ses02M_script02_1_M003,How you doing?,19.11,20.54,EXCITED,test
Ses02M_script02_1_M004,"Is that -- is that, no? Was that just foam? I can't even tell.",21.92,28.18,EXCITED,test
Ses02M_script02_1_M005,"Although, I guess you can't tell it probably isn't them. Probably be unmistakable don't you think?",28.39,34,EXCITED,train
Ses02M_script02_1_M006,How you doing? You know what I forgot? I forgot to bring my flashlight. How - how could I forget to bring my flashlight? How could I be so stupid?,34.41,43.27,EXCITED,train
Ses02M_script02_1_M007,"You know the flashlight, the silver one, there is only one, isn't there?",45.24,48.45,FRUSTRATION,train
Ses02M_script02_1_M008,Who's is it?,50.4,51.75,FRUSTRATION,train
Ses02M_script02_1_M009,"Oh well, sure, yes.",53.54,55.81,EXCITED,train
Ses02M_script02_1_M010,"No. No. Of course our flashlight yours and mine. Mi flashlight, es su flashlight, naturally.",59.61,66.04,EXCITED,train
Ses02M_script02_1_M011,How could we forget to bring it?  I hope the moon stays out.,66.07,71.29,FRUSTRATION,validate
Ses02M_script02_1_M012,"I wonder do they always run during a full moon? I can't remember if it was full last year, do you remember?",71.59,76.88,EXCITED,train
Ses02M_script02_1_M013,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?",78.2894,85.75,EXCITED,train
Ses02M_script02_1_M014,"Oh, a six-pack, that's, should've brought a -- a six-pack be just the ticket right now. How could I forget,",85.87,92.41,EXCITED,train
Ses02M_script02_1_M015,"oh man. Like a kid, it's amazing I got out of the house with my fly zipped.",92.4252,97.22,EXCITED,train
Ses02M_script02_1_M016,You think they can hear us talk or feel the vibrations in the sand when we move around?,99.7938,106.1,EXCITED,train
Ses02M_script02_1_M017,What you want my jacket?,107.52,109.19,EXCITED,train
Ses02M_script02_1_M018,"Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?",111.78,117.13,FRUSTRATION,train
Ses02M_script02_1_M019,Right.,118.74,119.85,FRUSTRATION,validate
Ses02M_script02_1_M020,That's my point too.,120.74,122.42,EXCITED,train
Ses02M_script02_1_M021,No. No. That's not my point. The point is there is no point in coming down here if we just leave. Don't you want to see it?,124.1,132.91,EXCITED,validate
Ses02M_script02_1_M022,Why not?,134.64,136.12,SURPRISE,test
Ses02M_script02_1_M023,"Honey, this is a natural phenomenon. I mean it only happens once a year.",138.77,143.96,EXCITED,train
Ses02M_script02_1_M024,"Think about the people in Kansas, they- they'd have to get a plane ticket and hotel reservations to see this. We live forty minutes away it's too good to pass up.",143.99,152.01,EXCITED,train
Ses02M_script02_1_M025,"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that.",158.01,168.1327,EXCITED,validate
Ses02M_script02_1_M026,"This is a big night for these guys, life's last orgy.",168.174,171.55,EXCITED,test
Ses02M_script02_1_M027,Yes they do.,178.64,180.09,FRUSTRATION,train
Ses02M_script02_1_M028,"Okay. But it's fish that do something none of the other fish do. Like the swallows returning to Capistrano, or the Lemmings throwing themselves off the cliffs",180.46,190.41,EXCITED,train
Ses02M_script02_1_M029,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested.",190.44,198.25,EXCITED,train
Ses02M_script02_1_M030,For real?,199.14,200.36,SURPRISE,train
Ses02M_script02_1_M031,I don't get it. The first time we came here you said it was the best night of your life.,201.77,206.64,FRUSTRATION,test
Ses02M_script02_1_M032,"And then last year I remember specifically you were so excited that you stubbed your toe on the way pushing me out of the house, and you didn't even notice until we got in the car.",206.71,215.35,FRUSTRATION,train
Ses02M_script02_1_M033,We weren't in a good spot.,225.18,227.23,EXCITED,validate
Ses02M_script02_1_M034,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,228.19,234.61,FRUSTRATION,train
Ses02M_script02_1_M035,"There is that, oh no that's just seaweed, isn't it?",235,240.12,EXCITED,train
Ses02M_script02_1_M036,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen.",240.14,249.86,EXCITED,test
Ses02M_script02_1_M037,"Out there somewhere there is this huge mass of silver fish headed this way,",250.67,255.41,EXCITED,validate
Ses02M_script02_1_M038,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",255.48,264.04,EXCITED,train
Ses02M_script02_1_M039,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters.",264.11,282.9385,EXCITED,train
Ses02M_script02_1_M040,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,",282.97,294.5,EXCITED,train
Ses02M_script02_1_M041,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",294.99,304.38,EXCITED,test
Ses02M_script02_1_M042,Look at me; I'm giving myself goose bumps all my hairs are popping up.,304.44,307.91,EXCITED,validate
Ses02M_script02_1_M043,"Well, so what do you think?",309.96,311.51,EXCITED,validate
Ses02M_script02_1_M044,What I was saying.,312.96,314.57,EXCITED,test
Ses02M_script02_2_F000,About what?,5.38,7.13,FRUSTRATION,validate
Ses02M_script02_2_F001,It's ridiculous.,8.42,10.37,FRUSTRATION,test
Ses02M_script02_2_F002,It's PR. Someone sold you a bill of goods that this wonderful event is going to take place on the beach.,13.99,20.92,FRUSTRATION,train
Ses02M_script02_2_F003,"Yea, sure everyone was sold the same story. I mean it keeps us all excited, keeps us coming back for more, keeps us thinking that life is going to start any second now if we can just get in on the action and find the right spot.",22.73,34.99,FRUSTRATION,test
Ses02M_script02_2_F004,I'm sorry but it's still just fish to me.,36.67,39.62,FRUSTRATION,validate
Ses02M_script02_2_F005,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,46.56,54.37,ANGER,test
Ses02M_script02_2_F006,We just have different ideas of what this evening is supposed to look like.,54.83,59.2,ANGER,train
Ses02M_script02_2_F007,For heavens sake we are not going to see the Grunions.,67.35,70.46,FRUSTRATION,validate
Ses02M_script02_2_F008,"We never do, do we? I mean have we ever?",70.63,73.87,FRUSTRATION,test
Ses02M_script02_2_F009,"Twice is every time we've tried, that's ever.",75.61,78.99,FRUSTRATION,test
Ses02M_script02_2_F010,"No we won't; it's pointless. It's like waiting up to see Santa Claus,",80.15,86.1393,FRUSTRATION,test
Ses02M_script02_2_F011,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,86.1688,98.2,ANGER,train
Ses02M_script02_2_F012,You don't understand anything I'm saying.,100.14,103.27,FRUSTRATION,test
Ses02M_script02_2_F013,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",103.72,110.29,ANGER,train
Ses02M_script02_2_F014,For heavens sake this isn't about fish.,112.31,115.32,FRUSTRATION,test
Ses02M_script02_2_F015,Do you remember the first time we came to see it? It was about four years ago right after we got married.,144.71,151.11,SADNESS,test
Ses02M_script02_2_F016,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",151.14,160.04,SADNESS,test
Ses02M_script02_2_F017,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,160.5,169.2428,SADNESS,validate
Ses02M_script02_2_F018,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",169.26,177.37,SADNESS,validate
Ses02M_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",177.39,182.97,SADNESS,train
Ses02M_script02_2_F020,I'd rather not remember some things. I would rather not hope for some things.,196.93,202.34,SADNESS,train
Ses02M_script02_2_F021,No.,206.92,207.87,SADNESS,validate
Ses02M_script02_2_F022,No.,209.8,210.77,SADNESS,train
Ses02M_script02_2_F023,No.,211.61,212.62,SADNESS,train
Ses02M_script02_2_F024,No.,214.65,215.61,FRUSTRATION,train
Ses02M_script02_2_F025,No.,216.53,217.51,FRUSTRATION,test
Ses02M_script02_2_F026,No.,218.61,219.59,FRUSTRATION,train
Ses02M_script02_2_F027,No.,219.82,220.99,FRUSTRATION,train
Ses02M_script02_2_F028,I want something to turn out the way that it supposed to.,226.91,230.3,FRUSTRATION,train
Ses02M_script02_2_F029,"This? What, what is this? This isn't even anything.",271.03,275.29,FRUSTRATION,train
Ses02M_script02_2_F030,"I'm sure, this is standing on the beach, this is waiting, this is fighting.",275.59,280.68,FRUSTRATION,train
Ses02M_script02_2_F031,"Well, but this isn't anything like I thought anything would be like.",281.09,286.4,SADNESS,train
Ses02M_script02_2_F032,I mean it's -- this is just this. I mean it includes a lot and everything but isn't something else. Do you have any idea what I'm trying to say?,287.38,299.74,FRUSTRATION,test
Ses02M_script02_2_F033,I know that Augie. Really I do.,302.54,306.56,FRUSTRATION,validate
Ses02M_script02_2_F034,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",307.05,321.47,SADNESS,validate
Ses02M_script02_2_F035,I didn't say that.,325.13,327.19,FRUSTRATION,test
Ses02M_script02_2_F036,"For heavens sake, whatever I'm doing I'd rather be doing it with you.",331.38,335.26,EXCITED,train
